# key -> sha1(source text)[:10]   game version 1.0.5000.13
BattleDialog/Ch_2_4_9_1_001	6f54ff5bbc
CharacterTitle/special101	b36d088578
CharacterTitle/special102	da39a3ee5e
CharacterTitle/special103	da39a3ee5e
CharacterTitle/special2	c1799f0663
CharacterTitle/special201	58f6460410
CharacterTitle/special206	da39a3ee5e
CharacterTitle/special3	197e5cd07f
CharacterTitle/special4	956fa394e4
CharacterTitle/special401	da39a3ee5e
CharacterTitle/special404	da39a3ee5e
CharacterTitle/special405	da39a3ee5e
CharacterTitle/special6	6fcd8d6673
CharacterTitle/special7	5a25e0fc80
CharacterTitle/special800	da39a3ee5e
CharacterTitle/special809	da39a3ee5e
CharacterTitle/special817	d09feed95b
CharacterTitle/special819	255114754f
CharacterTitle/special825	da39a3ee5e
CharacterTitle/special836	489e618f02
CharacterTitle/special999	651a8708bd
CombatAction/action	8edb1267b3
CombatAction/attack	d5e389650d
CombatAction/attack_001	84fd37cff8
CombatAction/attack_002	eb242a86ad
CombatAction/attack_003	c504886fcf
CombatAction/attack_004	947a3645de
CombatAction/attack_005	34b3d59a18
CombatAction/attack_006	b37066e457
CombatAction/attack_007	2fd6d14a49
CombatAction/block	7509a914c3
CombatAction/block_001	fdd9c1798c
CombatAction/block_002	1f91d36dcd
CombatAction/block_003	25331d8b40
CombatAction/block_004	3c5c0442b9
CombatAction/block_005	be6adfc09e
CombatAction/block_006	4cfd240f6d
CombatAction/curse	a363d9cc34
CombatAction/curse_001	b9243a80cd
CombatAction/curse_002	4ed1e67be3
CombatAction/curse_003	be45f82e07
CombatAction/curse_004	3c225f03ef
CombatAction/curse_005	c1171489ca
CombatAction/idle	c2c04d2abc
CombatAction/ultimate	ef851afe2c
CombatAction/ultimate_001	06d40b2e5e
CombatAction/ultimate_002	066ca91de0
CombatAction/ultimate_003	9b3e58f194
CombatAction/ultimate_004	49b615f288
CombatAction/ultimate_005	c8f803b29a
CombatAction/ultimate_006	032a5b8218
CombatAction/ultimate_007	f2a9d82783
CombatAction/ultimate_008	283b028c01
CombatAction/ultimate_009	2403fac64f
CombatAction/ultimate_010	26127e42e4
CombatAction/ultimate_011	fa6b832e45
CombatAction/ultimate_012	3726abc940
CombatAction/ultimate_013	5a0d2daab6
CombatAction/ultimate_014	e3c6b0c552
CombatAction/ultimate_015	8430e8adcb
CombatAction/weapon	d74845045b
CombatAction/weapon_001	34142130fa
CombatAction/weapon_002	cf284240a7
CombatAction/weapon_003	e5d40df355
CombatCharacter/Name/0000	195ce0e015
CombatCharacter/Name/artist1	a55ba4a324
CombatCharacter/Name/badguy1	eaaf5fa763
CombatCharacter/Name/bandit1	195ce0e015
CombatCharacter/Name/beggar1	9188bbf3dd
CombatCharacter/Name/big_shock1	1a2a83d633
CombatCharacter/Name/big_trainee1	d4e108410e
CombatCharacter/Name/big_trainee_girl_1	db2f8f994b
CombatCharacter/Name/blacksmith1	70a9498d04
CombatCharacter/Name/brother1	ddab095a64
CombatCharacter/Name/brother2	ee76c7f78f
CombatCharacter/Name/brother3	47b68dc7fc
CombatCharacter/Name/brother4	e8429c3321
CombatCharacter/Name/cow_horse	0eefb34b1d
CombatCharacter/Name/daoshi341	dae2720c38
CombatCharacter/Name/dio1	a0be41279a
CombatCharacter/Name/dog1	2fcbe72fbf
CombatCharacter/Name/fairy1	ff12ed6d9a
CombatCharacter/Name/ghost1	673d53e254
CombatCharacter/Name/girl4	a439ae16dd
CombatCharacter/Name/girl5	00de15ffd1
CombatCharacter/Name/girl5_3	7d2d65a031
CombatCharacter/Name/girl6	e8e3bd7d7a
CombatCharacter/Name/girl7	5cbf706d17
CombatCharacter/Name/girl9	77dd58f5b9
CombatCharacter/Name/hero1	9f577f9c39
CombatCharacter/Name/mask1	1a1d2b7041
CombatCharacter/Name/master	4fa635bfe5
CombatCharacter/Name/pig1	6ebf6cd7eb
CombatCharacter/Name/pirate1	c6c0650227
CombatCharacter/Name/player	caae071b1e
CombatCharacter/Name/ranger1	520406ffe4
CombatCharacter/Name/ranger2	520406ffe4
CombatCharacter/Name/ranger3_1	0e1f366a51
CombatCharacter/Name/ranger4	a6483f7a3f
CombatCharacter/Name/ranger_girl1	bf91640114
CombatCharacter/Name/ranger_group	f4b63fdc71
CombatCharacter/Name/scholar1	803e9ec788
CombatCharacter/Name/sir1	a6e9f6d970
CombatCharacter/Name/sister1	2903bd0a57
CombatCharacter/Name/snake1	67bcd6875b
CombatCharacter/Name/soldier1	1d25593ddc
CombatCharacter/Name/special1	95b0c6acba
CombatCharacter/Name/special101	c43e7df7f5
CombatCharacter/Name/special102	e4caff43e0
CombatCharacter/Name/special103	5962a91073
CombatCharacter/Name/special2	ef9a6adafe
CombatCharacter/Name/special201	846db907f9
CombatCharacter/Name/special203	1ea820f4d6
CombatCharacter/Name/special204	af999e9c8c
CombatCharacter/Name/special206	6bf0f9b7f6
CombatCharacter/Name/special207	e656b3ff9e
CombatCharacter/Name/special208	99868e41e8
CombatCharacter/Name/special212	4a5aecb68e
CombatCharacter/Name/special212_1	86ce267e47
CombatCharacter/Name/special2_1	b7488b6cb7
CombatCharacter/Name/special3	1657024619
CombatCharacter/Name/special4	55b3e6d8de
CombatCharacter/Name/special401	ded72b3830
CombatCharacter/Name/special402	1c16b3f3ff
CombatCharacter/Name/special405	c06959f6f8
CombatCharacter/Name/special407	54bf829fc6
CombatCharacter/Name/special408	6713dd5b4c
CombatCharacter/Name/special6	59d9a374c4
CombatCharacter/Name/special7	e1d5477c96
CombatCharacter/Name/special801	43830681bb
CombatCharacter/Name/special802	9ab9adb460
CombatCharacter/Name/special808	edd2438ae4
CombatCharacter/Name/special811	a4ab81aaba
CombatCharacter/Name/special813	d45d6af081
CombatCharacter/Name/special820	c2804541d9
CombatCharacter/Name/special823	c5bd0a7017
CombatCharacter/Name/special826	88ea6b6e8f
CombatCharacter/Name/special828	23fcaab51e
CombatCharacter/Name/special829	0ef7c5b616
CombatCharacter/Name/special832	4565d597c7
CombatCharacter/Name/special834	75ab45c3b2
CombatCharacter/Name/special835	c4708bc57f
CombatCharacter/Name/special999	fb9b967f36
CombatCharacter/Name/special999_0	b7488b6cb7
CombatCharacter/Name/stone1	f3cbf3ef25
CombatCharacter/Name/trainee1	e2cad93e49
CombatCharacter/Name/trainee101	c1f287751e
CombatCharacter/Name/trainee121	e397e11156
CombatCharacter/Name/trainee201	321b28cc8d
CombatCharacter/Name/trainee211	1228841dfa
CombatCharacter/Name/trainee221	4d196b7eb2
CombatCharacter/Name/trainee231	9363d533ab
CombatCharacter/Name/trainee2_1	01fcdbc548
CombatCharacter/Name/trainee301	ffd9fe9c12
CombatCharacter/Name/trainee311	66d663f980
CombatCharacter/Name/trainee321	1001684b31
CombatCharacter/Name/trainee331	7e7782f025
CombatCharacter/Name/trainee341	6b49075f6b
CombatCharacter/Name/trainee491	8b6c13f30a
CombatCharacter/Name/trainee_girl1	33be73db1e
CombatCharacter/Name/trainee_group_211	96599fc753
CombatCharacter/Name/waiter1	f265c17401
CombatCharacter/Name/wolf1	84d60844b7
CombatCharacter/Title/0000	da39a3ee5e
CombatCharacter/Title/badguy1	da39a3ee5e
CombatCharacter/Title/big_trainee1	da39a3ee5e
CombatCharacter/Title/brother1	1016a69455
CombatCharacter/Title/brother2	92e14f2de6
CombatCharacter/Title/brother3	de82049e48
CombatCharacter/Title/brother4	7475446081
CombatCharacter/Title/girl9	341a3a11e6
CombatCharacter/Title/mask1	da39a3ee5e
CombatCharacter/Title/master	33d17a1f1b
CombatCharacter/Title/ranger1	da39a3ee5e
CombatCharacter/Title/sister1	69a4996a94
CombatCharacter/Title/special2	c1799f0663
CombatCharacter/Title/special4	956fa394e4
CombatCharacter/Title/special6	6fcd8d6673
CombatCharacter/Title/special7	5a25e0fc80
CombatCharacter/Title/trainee1	da39a3ee5e
CombatCharacter/Title/waiter1	5b9b1bbe5b
CombatInfo/actionDodge	10d0da25d8
CombatInfo/actionHitRate	61f3c9fb6c
CombatInfo/actionTalking	52279021e9
CombatInfo/block	af78c35834
CombatInfo/buff_1	d74845045b
CombatInfo/buff_2	53da139b6a
CombatInfo/buff_3	971b6e5a0a
CombatInfo/catchWeapon	174f81a114
CombatInfo/collapse	25ae202aa2
CombatInfo/collapseAll	962d26ba79
CombatInfo/combo	b2ac27bfa7
CombatInfo/costMp	64fde5305f
CombatInfo/curse	bef557ebcc
CombatInfo/dice	8b629bc252
CombatInfo/displayHp	33cc143e3c
CombatInfo/displayMp	43941e7f5d
CombatInfo/dodgeSuccess	a145260db4
CombatInfo/enemyAttackIntension	d7c5415fc2
CombatInfo/enemyDefenseIntension	d01604c23e
CombatInfo/getAngry	f1874a01d4
CombatInfo/hp	73513ac1d3
CombatInfo/level0	6901e00f4e
CombatInfo/level1	0973b267d6
CombatInfo/level2	3a8dfa146a
CombatInfo/level3	7451c3e803
CombatInfo/miss	786d17cf29
CombatInfo/mp	8d59ef38b2
CombatInfo/noDamage	c9d12f61f7
CombatInfo/paralyzed1	fdef67c5f9
CombatInfo/paralyzed2	0f3e82f688
CombatInfo/paralyzed3	b1148c5905
CombatInfo/parrySuccess	675b564dcf
CombatInfo/poison1	952231b155
CombatInfo/poison2	9e39be8a8e
CombatInfo/poison3	974601bc99
CombatInfo/restoreMp	002ef042cd
CombatInfo/round	0256d3a229
CombatInfo/stab	5d0cd6b17b
CombatInfo/staminaLevel	86f93be9ed
CombatInfo/ultimate	70d9bbf5c3
CombatInfo/weapon	b70ce64e6f
CombatSkill/Desc/A001	324c05af57
CombatSkill/Desc/A002	c741ec8acc
CombatSkill/Desc/A003	72b539ac8f
CombatSkill/Desc/A004	fcfee83d4e
CombatSkill/Desc/A005	8875600207
CombatSkill/Desc/A006	77c4bee404
CombatSkill/Desc/A007	cb90a22d79
CombatSkill/Desc/A008	6764301fac
CombatSkill/Desc/A009	a215d44c10
CombatSkill/Desc/A010	c0da49d768
CombatSkill/Desc/A011	50363966b0
CombatSkill/Desc/A012_1	de07ca5c7e
CombatSkill/Desc/A012_2	bd22f49f02
CombatSkill/Desc/A012_3	1e50ffa8cf
CombatSkill/Desc/A012_4	84b3eedc0e
CombatSkill/Desc/A012_5	2d8509ca16
CombatSkill/Desc/A012_6	e547f953a1
CombatSkill/Desc/A012_7	a201bfb04b
CombatSkill/Desc/A012_8	d6927532b7
CombatSkill/Desc/A012_9	8d97457a46
CombatSkill/Desc/A013_1	26b54216d9
CombatSkill/Desc/A013_2	20c9218a74
CombatSkill/Desc/A013_3	65507c3556
CombatSkill/Desc/A013_4	43e8c65a9a
CombatSkill/Desc/A013_5	e68d0f3f1e
CombatSkill/Desc/A013_6	632ee614c5
CombatSkill/Desc/A013_7	490df2cf8b
CombatSkill/Desc/A013_8	f491588c0a
CombatSkill/Desc/A013_9	c3553dcb3b
CombatSkill/Desc/A014	801aed7b2b
CombatSkill/Desc/B001	3fc45e00ba
CombatSkill/Desc/B0012_1	182dcb6253
CombatSkill/Desc/B0012_2	9226a9a2cb
CombatSkill/Desc/B0012_3	d9b7f7bfa1
CombatSkill/Desc/B0012_4	45f1008994
CombatSkill/Desc/B0012_5	83c4d00e35
CombatSkill/Desc/B0012_6	055fa26d3c
CombatSkill/Desc/B0012_7	65e9d5bad3
CombatSkill/Desc/B0012_8	69301aacbe
CombatSkill/Desc/B0012_9	3e8f8d73d8
CombatSkill/Desc/B0013_1	389106546e
CombatSkill/Desc/B0013_2	cd9cb8f28a
CombatSkill/Desc/B0013_3	50fb40c5cd
CombatSkill/Desc/B0013_4	9f3386587b
CombatSkill/Desc/B0013_5	af600de944
CombatSkill/Desc/B0013_6	93b7601570
CombatSkill/Desc/B0013_7	5c34143ac5
CombatSkill/Desc/B0013_8	f11df4189e
CombatSkill/Desc/B0013_9	8326cc5f90
CombatSkill/Desc/B0014	94e9fac844
CombatSkill/Desc/B0019	231e0e2391
CombatSkill/Desc/B002	a266e4e278
CombatSkill/Desc/B0020	1e24537524
CombatSkill/Desc/B0021	2ab97b9fb8
CombatSkill/Desc/B0025	67d62c1fb4
CombatSkill/Desc/B0026	99e05172c7
CombatSkill/Desc/B0027_1	b16f42f60d
CombatSkill/Desc/B0027_2	8719b47370
CombatSkill/Desc/B0027_3	48df373c7c
CombatSkill/Desc/B0027_4	ad837c5caf
CombatSkill/Desc/B0027_5	5ce3c548a9
CombatSkill/Desc/B0027_6	7b15a8446a
CombatSkill/Desc/B0027_7	8dbfb20b92
CombatSkill/Desc/B0027_8	41baf433d4
CombatSkill/Desc/B0027_9	4ce5e1491d
CombatSkill/Desc/B003	1b93b93bf7
CombatSkill/Desc/B0035_1	a3c741fc2e
CombatSkill/Desc/B0035_2	c997a24d1c
CombatSkill/Desc/B0035_3	dfb0e983de
CombatSkill/Desc/B0035_4	43544d8de1
CombatSkill/Desc/B0035_5	ad3e31bdd2
CombatSkill/Desc/B0035_6	4ef72217c2
CombatSkill/Desc/B0035_7	a6166ed0d7
CombatSkill/Desc/B0036_1	4133191b3a
CombatSkill/Desc/B0036_2	76dfd7845d
CombatSkill/Desc/B0036_3	c0bf40ca4a
CombatSkill/Desc/B0036_4	b610b6f834
CombatSkill/Desc/B0036_5	8044d4dd5a
CombatSkill/Desc/B004	e9909a7696
CombatSkill/Desc/B005	a5c279fb20
CombatSkill/Desc/B006_1	22cccf3373
CombatSkill/Desc/B006_2	45807f6bd6
CombatSkill/Desc/B006_3	82fd080bf0
CombatSkill/Desc/B007_1	58576ea11f
CombatSkill/Desc/B007_2	58576ea11f
CombatSkill/Desc/B008	fb59a3dd09
CombatSkill/Desc/B017_1	d27f7973a4
CombatSkill/Desc/B017_2	08c938ef31
CombatSkill/Desc/B017_3	4fbc16217a
CombatSkill/Desc/B017_4	082688b561
CombatSkill/Desc/B017_5	cef10b02e9
CombatSkill/Desc/B017_6	5c498204f0
CombatSkill/Desc/B017_7	e06e7fe51c
CombatSkill/Desc/B017_8	db389b5c98
CombatSkill/Desc/B017_9	87bf75bd38
CombatSkill/Desc/B111_1	5c5ccd1055
CombatSkill/Desc/B111_2	954b39f450
CombatSkill/Desc/B111_3	17b80dead8
CombatSkill/Desc/B111_4	3a41491c26
CombatSkill/Desc/B111_5	1ab80c66cc
CombatSkill/Desc/B112_1	c2eb7e1930
CombatSkill/Desc/B112_2	bb1db2d698
CombatSkill/Desc/B112_3	e209aa4f78
CombatSkill/Desc/B112_4	09057cbbd7
CombatSkill/Desc/B112_5	6f4264d9ac
CombatSkill/Desc/B114_1	9fc9a32362
CombatSkill/Desc/B114_2	b46b8c67ed
CombatSkill/Desc/B114_3	c23ffc2778
CombatSkill/Desc/B114_4	32502f275f
CombatSkill/Desc/B114_5	83303b4d7e
CombatSkill/Desc/B114_6	1f410bc99a
CombatSkill/Desc/B114_7	980bbd8625
CombatSkill/Desc/B114_8	42cb27f9b4
CombatSkill/Desc/B114_9	3b42f87af9
CombatSkill/Desc/B115_1	ff713954c0
CombatSkill/Desc/B115_2	40cda083d4
CombatSkill/Desc/B115_3	737ac108c3
CombatSkill/Desc/B115_4	d5fa005c26
CombatSkill/Desc/B115_5	a6724dc6e2
CombatSkill/Desc/B115_6	d5d36fd318
CombatSkill/Desc/B115_7	01e7ff8947
CombatSkill/Desc/B115_8	bfe4dd2a2e
CombatSkill/Desc/B115_9	78690e090f
CombatSkill/Desc/B211_1	b390a9839f
CombatSkill/Desc/B212	3f1a44bca1
CombatSkill/Desc/B221_1	cc7f4416af
CombatSkill/Desc/B231_1	34dafadceb
CombatSkill/Desc/B232_1	a2d96da773
CombatSkill/Desc/B300_1	b83debe5d2
CombatSkill/Desc/B300_2	6b2fefe577
CombatSkill/Desc/B300_3	99d07b15a6
CombatSkill/Desc/B300_4	d5525f9043
CombatSkill/Desc/B300_5	df436ea1ff
CombatSkill/Desc/B300_6	0280731b2b
CombatSkill/Desc/B300_7	57da89b1b1
CombatSkill/Desc/B300_8	739989fda5
CombatSkill/Desc/B300_9	f52a5e219f
CombatSkill/Desc/B301_1	4058a33c5a
CombatSkill/Desc/B301_2	c1ca3ef888
CombatSkill/Desc/B301_3	f42d08c461
CombatSkill/Desc/B301_4	444eeed7ca
CombatSkill/Desc/B301_5	d4fbd52e56
CombatSkill/Desc/B301_6	86a07c6c64
CombatSkill/Desc/B301_7	2dc885f5f2
CombatSkill/Desc/B301_8	646a341958
CombatSkill/Desc/B301_9	3120f12fb5
CombatSkill/Desc/B302_1	bc3069cbf9
CombatSkill/Desc/B303_1	07b49b65a2
CombatSkill/Desc/B4018_1	7246d75cc2
CombatSkill/Desc/B4100	89723bd006
CombatSkill/Desc/B4103	2bb4d91894
CombatSkill/Desc/B4104	e9c46535fd
CombatSkill/Desc/B4108_1	c80c64b58e
CombatSkill/Desc/B4108_2	d5f4a63f57
CombatSkill/Desc/B4108_3	e097461cd3
CombatSkill/Desc/B4109	0b1a9843cc
CombatSkill/Desc/C0004	ddab095a64
CombatSkill/Desc/C0005	ee76c7f78f
CombatSkill/Desc/C0006	47b68dc7fc
CombatSkill/Desc/C001	fe507c228b
CombatSkill/Desc/C002	fe507c228b
CombatSkill/Desc/C003	fe507c228b
CombatSkill/Desc/C004	5460299a5d
CombatSkill/Desc/C004_2	29b06129b3
CombatSkill/Desc/C005_1	0e4868c7ea
CombatSkill/Desc/C005_2	b57ccce9a6
CombatSkill/Desc/C006	dbe34d5b18
CombatSkill/Desc/C007	b8d4443c6f
CombatSkill/Desc/C008_1	8a0ad2c411
CombatSkill/Desc/C008_2	eb5474a9c6
CombatSkill/Desc/C009	ce629ac04c
CombatSkill/Desc/C010	5be6885caf
CombatSkill/Desc/C011_1	a7484379b4
CombatSkill/Desc/C012_1	0c0cd8b24c
CombatSkill/Desc/C013	9fa081b345
CombatSkill/Desc/C014	ce629ac04c
CombatSkill/Desc/C015	e6e57a8dbf
CombatSkill/Desc/C016	7d225f6474
CombatSkill/Desc/C017_1	19353a0c60
CombatSkill/Desc/C017_2	19353a0c60
CombatSkill/Desc/C017_3	19353a0c60
CombatSkill/Desc/C018	d01f629904
CombatSkill/Desc/C019	7899bf0e6e
CombatSkill/Desc/C020	e839e43d3e
CombatSkill/Desc/C021	7f9da196e3
CombatSkill/Desc/C022	c69bc01fae
CombatSkill/Desc/C023	eb0dbb48b1
CombatSkill/Desc/C024	51cb26a774
CombatSkill/Desc/C101	2b9c6edbc1
CombatSkill/Desc/C103	2b9c6edbc1
CombatSkill/Desc/C110	c66525e0ab
CombatSkill/Desc/C150	fe507c228b
CombatSkill/Desc/C151	b3d5da864a
CombatSkill/Desc/C152	b3d5da864a
CombatSkill/Desc/C153	b3d5da864a
CombatSkill/Desc/C154	b3d5da864a
CombatSkill/Desc/C155	b3d5da864a
CombatSkill/Desc/C160	ccb9301ab1
CombatSkill/Desc/C161	ccb9301ab1
CombatSkill/Desc/C162	ccb9301ab1
CombatSkill/Desc/C163	ccb9301ab1
CombatSkill/Desc/C170	def9cab649
CombatSkill/Desc/C171	def9cab649
CombatSkill/Desc/C172	def9cab649
CombatSkill/Desc/C173	5507d0c8f3
CombatSkill/Desc/C174_1	bfad710607
CombatSkill/Desc/C174_2	bfad710607
CombatSkill/Desc/C175_1	3eaa71feae
CombatSkill/Desc/C175_2	3eaa71feae
CombatSkill/Desc/C201	a971095fb4
CombatSkill/Desc/C202	7d5cbae907
CombatSkill/Desc/C203	f7f28728e2
CombatSkill/Desc/C204	c8a9eddfc5
CombatSkill/Desc/C205	49418ca6b4
CombatSkill/Desc/C210	d2bfcfd7dd
CombatSkill/Desc/C211	635dbe7663
CombatSkill/Desc/C212	6bbda17e87
CombatSkill/Desc/C221	9bb8b5de77
CombatSkill/Desc/C231	cd70fc70a2
CombatSkill/Desc/C241	0e44e32bb0
CombatSkill/Desc/C251	830c5c2915
CombatSkill/Desc/C251_2	830c5c2915
CombatSkill/Desc/C251_3	830c5c2915
CombatSkill/Desc/C251_4	830c5c2915
CombatSkill/Desc/C301	22907a7243
CombatSkill/Desc/C302	22907a7243
CombatSkill/Desc/C400	002dc38458
CombatSkill/Desc/C501	2df6693b86
CombatSkill/Desc/C502	29d80c5f29
CombatSkill/Desc/C503	2d1a2c8545
CombatSkill/Desc/C504	8a43edb4f3
CombatSkill/Desc/C505	f9ed745e3a
CombatSkill/Desc/C506	924c9295a6
CombatSkill/Desc/C507	af6f22e3b1
CombatSkill/Desc/C508	bbec8780a9
CombatSkill/Desc/C509	46d51060e0
CombatSkill/Desc/C510	154e59de33
CombatSkill/Desc/C511	d290b58ab8
CombatSkill/Desc/C512	b5d3d2ddde
CombatSkill/Desc/C513	9595d2cdf0
CombatSkill/Desc/C514	d908abce69
CombatSkill/Desc/C515	b4a962a854
CombatSkill/Desc/C516	e6e3acd4b5
CombatSkill/Desc/C517	ea0c379665
CombatSkill/Desc/C518	b9ed1df655
CombatSkill/Desc/C519	2d86725df6
CombatSkill/Desc/C520	cbdc485d04
CombatSkill/Desc/C521	d5ff1b39a9
CombatSkill/Desc/C522	67e75ac4d4
CombatSkill/Desc/C523	6c71c3e57f
CombatSkill/Desc/C524	d19a0deef7
CombatSkill/Desc/C525_1	bbb1885732
CombatSkill/Desc/C525_2	fc5ec2da1f
CombatSkill/Desc/C526	c3c0bbde74
CombatSkill/Desc/C527	cb81416a08
CombatSkill/Desc/C528	a6590b7c7a
CombatSkill/Desc/C529	0563fa11fa
CombatSkill/Desc/C530	c6a7ce7d21
CombatSkill/Desc/C531	476fd2136c
CombatSkill/Desc/C532	5e557b5c41
CombatSkill/Desc/C533	aa43c1a0b8
CombatSkill/Desc/C534	cbd90c44db
CombatSkill/Desc/C535	86336e0963
CombatSkill/Desc/C536	01b310af62
CombatSkill/Desc/C537	fe50d89b1f
CombatSkill/Desc/C538	53b23b9b96
CombatSkill/Desc/C539	cf1fa95f48
CombatSkill/Desc/C540	39b3d970b8
CombatSkill/Desc/C541	cc4a49f99e
CombatSkill/Desc/C542	63168d3916
CombatSkill/Desc/C543	a6f83648a4
CombatSkill/Desc/C544	484a47fdc4
CombatSkill/Desc/C545	f376c1b454
CombatSkill/Desc/C546	4087bd9b4d
CombatSkill/Desc/C547	dd8f960a1b
CombatSkill/Desc/C548	2eacc509f6
CombatSkill/Desc/C549	d399e1728d
CombatSkill/Desc/C550	752371a5e0
CombatSkill/Desc/C551	4d21fe8460
CombatSkill/Desc/C552	2469cca6ac
CombatSkill/Desc/C553	8c01647758
CombatSkill/Desc/C554	25a0ad0b37
CombatSkill/Desc/C555	aa9d9cc05a
CombatSkill/Desc/C556	25d4b16f17
CombatSkill/Desc/C557	ce727f728f
CombatSkill/Desc/C558	4dd2fb2637
CombatSkill/Desc/C901	f0fe50d7aa
CombatSkill/Desc/C902	71adf27393
CombatSkill/Desc/C903	583302290e
CombatSkill/Desc/C904	a3a2513e1e
CombatSkill/Desc/C905	9e027a1182
CombatSkill/Desc/C906	bdc1d6ccb7
CombatSkill/Desc/C907	f5dcb98f57
CombatSkill/Desc/C908	889b12d846
CombatSkill/Desc/C909	a80e2605a9
CombatSkill/Desc/C910	c26376d751
CombatSkill/Desc/C911	5417e21254
CombatSkill/Desc/C912	81cdfa237f
CombatSkill/Desc/C913	ee29ed000a
CombatSkill/Desc/C914	9531442271
CombatSkill/Desc/C915	7c1e3f00ad
CombatSkill/Desc/C916	82a1fd2415
CombatSkill/Desc/C917	3312b18783
CombatSkill/Desc/C918	6b39208e0c
CombatSkill/Desc/C919	60aea1c277
CombatSkill/Desc/C920	670be1f483
CombatSkill/Desc/C921_1	0c3c9eb4f0
CombatSkill/Desc/C921_2	0c3c9eb4f0
CombatSkill/Desc/C921_3	0c3c9eb4f0
CombatSkill/Desc/C922_1	067b8f55d2
CombatSkill/Desc/C922_2	067b8f55d2
CombatSkill/Desc/C922_3	067b8f55d2
CombatSkill/Desc/C922_4	067b8f55d2
CombatSkill/Desc/C922_5	067b8f55d2
CombatSkill/Desc/C923	3a1d071322
CombatSkill/Desc/C924	06cafcc4fe
CombatSkill/Desc/C925	8b723f54da
CombatSkill/Desc/C926_1	25828d84b5
CombatSkill/Desc/C926_2	25828d84b5
CombatSkill/Desc/C927	dafebe5e91
CombatSkill/Desc/C928	3fbca4cc57
CombatSkill/Desc/C929	5462329ffe
CombatSkill/Desc/C930	c13250abed
CombatSkill/Desc/D003	5f073c1b30
CombatSkill/Desc/D005	6f3ff51474
CombatSkill/Desc/D005_1	6f3ff51474
CombatSkill/Desc/D006	2243e03ed5
CombatSkill/Desc/D007	90f630e3b3
CombatSkill/Desc/D008	49d3822cd0
CombatSkill/Desc/D009	ac79024a76
CombatSkill/Desc/D010	acd395ba0e
CombatSkill/Desc/D011	e6a4bd6fc0
CombatSkill/Desc/D012	c8b0c0158e
CombatSkill/Desc/D014	d1f4d7d89e
CombatSkill/Desc/D015	3e0328cd24
CombatSkill/Desc/D016	2bd4772734
CombatSkill/Desc/D017	d036437b1c
CombatSkill/Desc/D019	544bc423e8
CombatSkill/Desc/D020	77c9c8a05d
CombatSkill/Desc/D021	3109281e73
CombatSkill/Desc/D022	64ed8fe0dc
CombatSkill/Desc/D023	8ee742181e
CombatSkill/Desc/D024	a1a26d7315
CombatSkill/Desc/D025	24811262e8
CombatSkill/Desc/D026	c81e5a977e
CombatSkill/Desc/D027	784a56f71f
CombatSkill/Desc/D028	5837d07b3e
CombatSkill/Desc/D029	ec6d5e59f2
CombatSkill/Desc/D030_1	2c1dbe9393
CombatSkill/Desc/D101	bde9289f61
CombatSkill/Desc/D102	1c18dbc0ac
CombatSkill/Desc/D103	4594586d52
CombatSkill/Desc/D201	885860a058
CombatSkill/Desc/D202	adcdae6605
CombatSkill/Desc/D203	9e08094524
CombatSkill/Desc/D301_1	c4d2b0a776
